unstructured_name,rx_norm,type
FERROUS SULPHATE TAB 200MG (FESULF),ferrous sulfate,Drug
ORAL.PYRIMETHAMINE,pyrimethamine,Drug
largatil,chlorpromazine,Drug
Seretide,"actuat fluticasone propionate, actuat / salmeterol, actuat metered dose inhaler",Drug
paracetamol  INJ171,acetaminophen,Drug
tramadol hydrochloride 50 MG Oral Tablet,tramadol hydrochloride,Drug
tab cetirizine,cetirizine,Drug
genticine eye drop,gentamicin,Drug
IVF Ringers lactate to alternate with IVF 5 % D/S,"calcium chloride, glucose, potassium chloride, sodium chloride, sodium lactate",Drug
SRUP GAVISCON,"citric acid, potassium bicarbonate, sodium bicarbonate",Drug
Epidural (Marcaine) top-up,bupivacaine,Drug
PHENOBARBITAL INJECTION,phenobarbital,Drug
Vitamin D3 supplements,vitamin D,Drug
cefixime,cefixime,Drug
tabs fersolate 200mg,ferrous sulphate,Drug
folic  acid,folic acid,Drug
gtt drucamide,tropicamide,Drug
tab propanolol,propranolol hydrochloride,Drug
CAPS AMOXICILLIN,amoxicillin,Drug
B COMPLEX TABS,vitamin B complex,Drug
RINGERS/ LACTATE,"calcium chloride, glucose, potassium chloride, sodium chloride, sodium lactate",Drug
Tabs Metformin 1g tds - 2/52,metformin hydrochloride,Drug
moxifloxacin 400 MG Oral Tablet,moxifloxacin,Drug
Syrup Sinufed,pseudoephedrine hydrochloride,Drug
Tabs Fynale,"artemether, lumefantrine",Drug
TABS SLOW-K,potassium chloride,Drug
Aceclofenac/acetaminophen,aceclofenac,Drug
syrup Amoxicillin,amoxicillin,Drug
Ergometrine Inj,ergotamine tartrate,Drug
IVF Dextrose Water,glucose,Drug
nebule salbutamol,albuterol,Drug
Dexamethasone inj 4mg  INJ021,dexamethasone,Drug
cefuroxime [OLICEF],cefuroxime,Drug
Dazel kit,azithromycin,Drug
TABS P ALAXIN,"Dihydroartemisinin, Piperaquine",Drug
Ceftriaxone (Zoxon) 1g,ceftriaxone,Drug
cefpodoxime syru,cefpodoxime,Drug
syrup iron supplement,"ferrous fumarate, polysaccharide iron complex",Drug
soluble insulin,"insulin aspart, human",Drug
Pionorm (Pioglitazone),pioglitazone,Drug
fluconazole 150mg,fluconazole,Drug
IVF D/S,"glucose,sodium chloride",Drug
plasyl,metoclopramide,Drug
IM arthemeter 160mg,artheartemether,Drug
tab modurectic,"amiloride hydrochloride, hydrochlorothiazide",Drug
Tabs Augmentin 625mg BD x 5/7,"amoxicillin, clavulanate",Drug
diazepam 2 MG Oral Tablet,diazepam,Drug
Rocephin Injection 1g,ceftriaxone ,Drug
Ca-Sandoz,"ascorbic acid, calcium carbonate",Drug
GUTT OPTICROM,cromolyn,Drug
lasis,furosemide,Drug
centrum,"ascorbic acid, beta carotene, copper sulfate, alpha tocopheryl acetate, lutein, sodium selenite, zinc oxide",Drug
aminophylline,aminophylline,Drug
SUSP MMT,"calcium carbonate, magnesium hydroxide",Drug
GUTT AZOPT,brinzolamide,Drug
IV TRANOXEMIC ACI,tranexamic acid,Drug
Diclofenac / paracetamol tablets,acetaminophen,Drug
5% Dextrose water to alternate with Normal Saline,"glucose,sodium chloride",Drug
oral.amiloride-hydrochlorothiazide,"amiloride hydrochloride, hydrochlorothiazide",Drug
COATAL,"artemether, lumefantrine",Drug
doxazoline,doxazosin,Drug
BIOPENTIN,gabapentin,Drug
tab co-amoxiclav 457mg b.d * 1 week,"amoxicillin, clavulanate",Drug
Gtt Obadex,"dexamethasone, tobramycin",Drug
Tabs Metronidazole 400mg tds -1/52,metronidazole,Drug
caps omeprazole 20mg,omeprazole,Drug
Augmentin( ES),"amoxicillin, clavulanate",Drug
Syrup Chemiron,"ascorbic acid, ferrous fumarate, folic acid, vitamin b12",Drug
SC NOVOMIX,"insulin aspart protamine, human",Drug
Flagyl infusion,metronidazole,Drug
Syrup Ibuprofen 5mls tds - 5/7,ibuprofen,Drug
gtt misopt,"dorzolamide, timolol",Drug
SUSPENSION AUGMENTIN,"amoxicillin, clavulanate",Drug
IVF 0.9% Normal Saline alt 5%D/Saline 1L 8hrly,"glucose,sodium chloride",Drug
SURGICAL GLOVE,consumables,Consumable
tabsvitamin c,ascorbic acid,Drug
LANCTUS,insulin glargine,Drug
IV DICLOFENAC + OMEPRAZOLE,diclofenac sodium,Drug
tabs  Lyrica 75mg,pregabalin,Drug
blue cannular,consumables,Consumable
Syrup Multivitamins,"ascorbic acid, ferrous fumarate, folic acid, vitamin b12",Drug
Caps bunto,"ascorbic acid, folic acid, iron carbonyl, vitamin b12",Drug
clarithromycin.,clarithromycin,Drug
24 HR ascorbic acid 320 MG / folic acid 1 MG / iron carbonyl 100 MG / vitamin B12 0.025 MG Extended Release Oral Capsule,"ascorbic acid, folic acid, iron carbonyl, vitamin b12",Drug
IM Ceftriaxone,ceftriaxone,Drug
ondasetron INJ199,ondansetron,Drug
IV meropenem,"meropenem,",Drug
tab df118,dihydrocodeine,Drug
tablet labetalol,labetalol hydrochloride,Drug
FLUCONAZOLE 150MG,fluconazole,Drug
NORMALSALINE,sodium chloride,Drug
Tabs augmentin 625mg,"amoxicillin, clavulanate",Drug
Armitriptilin,amitriptyline hydrochloride,Drug
amoxicillin 500mg,amoxicillin,Drug
I.M arthemax,artemether,Drug
chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 0.333 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,"chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",Drug
TABS LORATIDINE 10 MG,loratadine,Drug
tabs amilodipine,amlodipine,Drug
inj dexamethasone 4mg,dexamethasone,Drug
cough syrup children,"chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",Drug
Tab. Pacadon,diclofenac,Drug
Genticin (Gentamycin) Eye Ointment,gentamicin,Drug
Piriton tablets,chlorpheniramine maleate,Drug
Stugeron TAB219,cinnarizine,Drug
tetanus toxiod inj,"tetanus immune globulin, human",Drug
TAB ARTHROTEC,"diclofenac sodium, misoprostol",Drug
Caps Piroxicam,piroxicam,Drug
Tabs Cataflam,diclofenac potassium,Drug
oral.salbutamol,albuterol,Drug
im ceftrixone,ceftriaxone ,Drug
tab moduiretic 50mg,"amiloride hydrochloride, hydrochlorothiazide",Drug
Tab Salbutamol 4mg,albuterol,Drug
Tabs arthrotec,"diclofenac sodium, misoprostol",Drug
atesunate tab,artesunate,Drug
IV Clindamycin,clindamycin,Drug
SYR VITAMIN B COMPLEX,vitamin B complex,Drug
B-Complex Syrup,vitamin B complex,Drug
iv Gentamicin,gentamicin,Drug
400mg_Metronidazole Tablets,metronidazole,Drug
Nebulize with 5mg of salbutamol + 0.25mg of ipratropium,"albuterol, ipratropium bromide",Drug
gramocef cv,ceftriaxone ,Drug
GUTT OPTICHROME QDS,cromolyn,Drug
Ceporex (Cephalexin) Suspension,cephalexin anhydrous,Drug
Camosunate 7-12yrs dly x3/7,artesunate,Drug
tab ampicillin and cloxacillin,ampicillin,Drug
fersolate,ferrous sulphate,Drug
skineal cream,ketoconazole,Drug
24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,"canagliflozin, metformin hydrochloride",Drug
IM ARTHEMETER 160MG DAILY XOPEN,artemether,Drug
TABS LOSARTAN,losartan potassium,Drug
nebulise with ipratropium bromide.,ipratropium bromide,Drug
Varicella-1,varicella-zoster immune globulin,Drug
IVF 20% Mannitol,mannitol,Drug
benylin cough syrup,"chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",Drug
tab. DIAMOX,acetazolamide,Drug
5%Dextrose/Saline,"glucose,sodium chloride",Drug
tabs. prednisolone,prednisolone,Drug
priton,chlorpheniramine maleate,Drug
atropine eye,atropine sulfate,Drug
STUGERON,cinnarizine,Drug
dextrose saline 5% 500ml with 5mls of bcomplex,vitamin B complex,Drug
tab amaryl,glimepiride,Drug
Valganciclovir,valganciclovir,Drug
Amoxil syrup,amoxicillin,Drug
"Zinnat, Metronidazole, Olfen( Diclofenac)",cefuroxime,Drug
glycopyrrolate,glycopyrrolate,Drug
Moxifloxacin infusion,moxifloxacin,Drug
IV metronidazole.,metronidazole,Drug
Ciprofloxacin 200mg/100ml Infusions,ciprofloxacin,Drug
i.v ceftiaxone 1g,ceftriaxone,Drug
Tab Hyoscine,hyoscyamine sulfate,Drug
im ceftrixone,ceftriaxone,Drug
Fluorouracil (5-FU),fluorouracil,Drug
vitamin-E,vitamin E,Drug
cefuroxime  syrup,cefuroxime axetil,Drug
tabs vasoprin 75mg dly,aspirin,Drug
artesunate 60mg injection,artesunate,Drug
Tabs.Chymoral,chymotrypsin,Drug
TABS  ASPIRIN 75MG DAILY,aspirin,Drug
tab bromocriptine,bromocriptine,Drug
RULOX SYR,"aluminum hydroxide, magnesium hydroxide",Drug
IM arthemeter 160mg,artemether,Drug
suspension supermag,"aluminum hydroxide, magnesium hydroxide, simethicone",Drug
iv omeprazole 12hrly,omeprazole,Drug
ARTHROTEC 75 (DICLOFENAC SODIUM),"diclofenac sodium, misoprostol",Drug
ZOPLICONE,eszopiclone,Drug
Tabs Dulcolax,bisacodyl,Drug
Nasal saline drops,"sodium bicarbonate, sodium chloride, nasal",Drug
Neurogesic Cream,"methyl salicylate, topical ointment",Drug
Vitamin D3 supplements,cholecalciferol,Drug
tetanus toxiod inj,"diphtheria toxoid vaccine, tetanus toxoid vaccine",Drug
Rocephin Injection 1g,ceftriaxone,Drug
iv ciprofloxacin,ciprofloxacin,Drug
Amlodipine/Valsartan/Hydrochlorothiazide,"amlodipine, hydrochlorothiazide, valsartan",Drug
IVF IL N/S,sodium chloride,Drug
cimentidine,cimetidine,Drug
Tabs Actifed,"chlorpheniramine maleate, pseudoephedrine hydrochloride",Drug
syr gascol,"aluminum hydroxide, magnesium carbonate",Drug
tabs ethambutol,ethambutol,Drug
IVF5%d/s,"glucose, sodium chloride",Drug
Tab Pradaxa 110mg daily,dabigatran,Drug
CEFPODOXIME .,cefpodoxime,Drug
cap amoxyl,amoxicillin,Drug
CEFTRIAXONE 1G,ceftriaxone,Drug
SYRUP CEFUROXIME 7.5MLS BD FOR 5DAYS,cefuroxime axetil,Drug
tablet labetalol,labetalol,Drug
Tab. Clarithromycin,clarithromycin,Drug
iv qunine,quinine sulfate,Drug
i.v plasil,metoclopramide,Drug
Gutte timolol,timolol,Drug
soluble insulin,"insulin, human",Drug
TAB SLOWK,potassium chloride,Drug
PENTAXOCINE,pentazocine,Drug
Lansoprazole,lansoprazole,Drug
IV fluid 5% DEXTROSE SALINE,"glucose, sodium chloride",Drug
Caps.Chloramphenicol,chloramphenicol,Drug
5% Dextrose water to alternate with Normal Saline,"glucose, sodium chloride",Drug
iv amoxil 500mg,amoxicillin,Drug
TABS RANTIDINE,ranitidine,Drug
ASTYFER CAPS,"ascorbic acid, cholecalciferol, niacin, riboflavin, thiamine, vitamin a, vitamin b12, vitamin b6, vitamin e",Drug
magnesium citrate 400mg,magnesium citrate,Drug
SUSP MMT,"aluminum hydroxide, magnesium trisilicate",Drug
Oral Polio Vaccine (OPV),"poliovirus vaccine, type 1 (mahoney), poliovirus vaccine, type 2 (mef, poliovirus vaccine, type 3 (saukett)",Drug
IM ATRESUNATE,artesunate,Drug
SUSP.SUPERMAG,"aluminum hydroxide, magnesium hydroxide, simethicone",Drug
eomeprazole,esomeprazole,Drug
Quinine In Infusion over 4hrs q8hrly,quinine sulfate,Drug
thyphoid vaccine,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain",Drug
syrup prednisolone,prednisolone,Drug
im progesterone,progesterone,Drug
FEROUS,ferrous sulfate,Drug
Tab bioxime 200mg bd x 5/7,cefixime,Drug
prednislone 10 mg,prednisolone,Drug
TAB paracetamol,acetaminophen,Drug
GTT OPTICHROME QDS LE,cromolyn sodium,Drug
tabs fersolate 200mg,ferrous sulfate,Drug
Gutt dexamethasone LE,dexamethasone,Drug
IVF 0.9% Normal Saline alt 5%D/Saline 1L 8hrly,"glucose, sodium chloride",Drug
Tab.Natacare,"ascorbic acid, biotin, ferrous fumarate, folic acid, mecobalamin, niacinamide, pantothenate, pyridoxine, riboflavin, thiamine",Drug
Lonart syrup,"artemether, lumefantrine",Drug
bupivacaine hydrochloride 5 MG/ML Injectable Solution,bupivacaine hydrochloride,Drug
Susp. MMT 10mls,"aluminum hydroxide, magnesium trisilicate",Drug
tabs aldomet,methyldopa,Drug
tabs cataflam 50mg,diclofenac potassium,Drug
I.V 5% D/Saline,"glucose,sodium chloride",Drug
Cough Syrup.,"chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",Drug
SYR BCO5CC BD X5DAYS,vitamin B complex,Drug
Uperio (sacubitril and valsartan),"sacubitril, valsartan",Drug
IV CEFTRIAXONE 1.7G,ceftriaxone,Drug
"Vitamin C, Ascorbic",ascorbic acid,Drug
Leuprolide 3.75mg/ml,leuprolide acetate,Drug
indapamide 1.5mg,indapamide,Drug
Tabs amiloride/hydrochlorothiazide,"amiloride hydrochloride, hydrochlorothiazide",Drug
BUSTAN N,ibuprofen,Drug
inj Dexamethazone,dexamethasone,Drug
I.V LASIX 20MG STAT,furosemide,Drug
candesartan cilexetil 4 MG Oral Tablet,candesartan cilexetil,Drug
Tabs Predisolone,prednisolone acetate,Drug
TABS SALBUTAMOL 2MG,albuterol,Drug
coatal syr,"artemether, lumefantrine",Drug
Xpen injection,penicillin g procaine,Drug
Cap Ginvite F,korean ginseng root,Drug
IV Rocephin 2g daily,ceftriaxone,Drug
Tobramycin eye drop EYE-027,tobramycin,Drug
P.O PCM,acetaminophen,Drug
Tabs Diflucan,fluconazole,Drug
tabs pradaxa,dabigatran etexilate,Drug
10% Mannitol,mannitol,Drug
diltiazem 60mg,diltiazem hydrochloride,Drug
Ibuprofen syr,ibuprofen,Drug
metronidazole suspension,metronidazole,Drug
AMLODIPINE 10MG_DRXCEL,amlodipine,Drug
CAC 1000,"ascorbic acid, calcium carbonate",Drug
Losartan 50mg + HCT 12.5mg,"hydrochlorothiazide, losartan potassium",Drug
folic acid tab,folic acid,Drug
Tab Fleming,"amoxicillin, clavulanate",Drug
half strenght darrows,"potassium chloride, sodium chloride",Drug
250ug Nebulized ipatropium,ipratropium bromide,Drug
LASIX,furosemide,Drug
iv bco 5cc,vitamin B complex,Drug
IM   PARACETAMOL,acetaminophen,Drug
tab phenobarbitone,phenobarbital,Drug
BISOPROLOL 2.5MG,bisoprolol fumarate,Drug
IV Normal saline,sodium chloride,Drug
T/A IV METHYL PREDNISOLONE 250MG ON DAY 4,methylprednisolone,Drug
tabs ibuprofen 400mg bd x1/52,ibuprofen,Drug
sumatriptan,sumatriptan,Drug
tab tranexamic acid,tranexamic acid,Drug
CAP. MULTIVITE,"ascorbic acid, ferrous fumarate, folic acid, vitamin b12",Drug
TABS DICLOFENAC 100MG,diclofenac sodium,Drug
Tabs Lexaton,diazepam,Drug
Ibuprofen-,ibuprofen,Drug
i.m metoclopramide,metoclopramide,Drug
misopristol,misoprostol,Drug
15ml bottle pcm,acetaminophen,Drug
Torsemide 25mg,torsemide,Drug
cafergot,ergotamine tartrate,Drug
rocephine,ceftriaxone,Drug
Pregabalin 75mg,pregabalin,Drug
chlorhexidine gluconate 1.2 MG/ML Mouthwash,chlorhexidine,Drug
Silicone Gel,silicon dioxide,Drug
im E-MAL,artemether,Drug
IM Ketorolac 30mg stat,ketorolac tromethamine,Drug
ORPHENADRINE,orphenadrine citrate,Drug
Tabs A/L(Children),"artemether, lumefantrine",Drug
midazolam 1 MG/ML Injectable Solution,midazolam,Drug
Loratidine tabs,loratadine,Drug
Tab Ibuprofen 400mg,ibuprofen,Drug
tabs Aldomet,methyldopa,Drug
inj artemeter,artemether,Drug
tabs cafegot,ergotamine tartrate,Drug
syrup vitamn c,ascorbic acid ,Drug
Floramarm OTH395,saccharomyces boulardii,Drug
tab  chymoral,chymotrypsin,Drug
Syrup Orelox,cefpodoxime,Drug
paracetamol 300mg/2ml injection,acetaminophen,Drug
IV Fluid Ringer's lactate,"calcium chloride, glucose, potassium chloride, sodium chloride, sodium lactate",Drug
Amoksiklav (Amoxicillin-Clavulanate),"amoxicillin, clavulanate",Drug
Linagliptin 5mg TAB807,linagliptin,Drug
Tabs PCM 1G,acetaminophen,Drug
inj artesunate,artesunate,Drug
"arthemeter/lumefanthrine,chloroquine","artemether, lumefantrine",Drug
vitamin B Complex Tablets,vitamin B complex,Drug
INJ Artesunate,artesunate,Drug
iv omeprazole 40mg 12hrly,omeprazole,Drug
Tabs stugerone,cinnarizine,Drug
Frusemide inj,furosemide,Drug
Tabs Nexium,esomeprazole,Drug
inj rocephin,ceftriaxone,Drug
Tabs Azithromycin 500mg daily x 5/7,azithromycin,Drug
Iv plasil 1/4 amp stat,metoclopramide,Drug
multivite,"ascorbic acid, ferrous fumarate, folic acid, vitamin b12",Drug
augumentin ES,"amoxicillin, clavulanate",Drug
activated charcoal 30000 MG Powder for Oral Suspension,activated charcoal,Drug
Aprovasc 150/5mg TAB072,irbesartan,Drug
tab pcm 500mg,acetaminophen,Drug
Tabs.Calcium Lactate,calcium lactate,Drug
artheter,artemether,Drug
0.9% n/saline,sodium chloride,Drug
5mls syringe,consumables,Consumable
Warfarin Sodium,warfarin sodium,Drug
cefotaxime 200 MG/ML Injectable Solution,cefotaxime,Drug
TAB CATAFLAM 50MG BD X 5/7,diclofenac potassium,Drug
zincc,zinc sulfate,Drug
gestid.,"aluminum hydroxide, magnesium hydroxide, simethicone",Drug
Tab. Piritin,chlorpheniramine maleate,Drug
IV fluid 5% DEXTROSE SALINE,"glucose,sodium chloride",Drug
penicillin ointment,penicillin G,Drug
Setraline,albuterol,Drug
cabergoline,cabergoline,Drug
Dulcolax sup OTH118,bisacodyl,Drug
Buscpan,hyoscyamine,Drug
augmentin tablet 625mg,"amoxicillin, clavulanate",Drug
tab nitrazipam,diazepam,Drug
maloxone,metoclopramide,Drug
IV hyoscine,hyoscyamine ,Drug
INJ IM T.T,"tetanus immune globulin, human",Drug
Zerodol (Aceclofenac),aceclofenac,Drug
Folic acid TAB109,folic acid,Drug
TABS PCM1G TDS,acetaminophen,Drug
tabs dexamethasone,dexamethasone,Drug
20% Manitol,mannitol,Drug
"Malarex,",chloroquine phosphate,Drug
codeine,codeine sulfate,Drug
hydrochlorothiazide 50 MG Oral Tablet,hydrochlorothiazide,Drug
Carbergoline,cabergoline,Drug
Quinine Injection INJ156,quinine sulfate,Drug
AMINOPEP,"ascorbic acid, biotin, folic acid, niacinamide, pantothenic acid, pyridoxine hydrochloride, riboflavin, thiamine, vitamin b12",Drug
im oxytocin,oxytocin,Drug
CLEXANE,enoxaparin sodium,Drug
iv flagly,metronidazole,Drug
tabs HTZ,hydrochlorothiazide,Drug
Enteroermina,saccharomyces boulardii,Drug
IV PENT/PROMETH,pentazocine,Drug
vitamin Bcomplex Injection,vitamin B complex,Drug
artemether/lumefantrine,"artemether, lumefantrine",Drug
GTTPHENY,phenylephrine,Drug
IM arteeter,artemether,Drug
diltiazem 60mg,diltiazem,Drug
GENTAMICIN INJECTION,gentamicin,Drug
Tabs.Salbutamol,albuterol,Drug
Neomycin/Bacitracin,"bacitracin, neomycin, polymyxin b",Drug
IV FLUID D10,"glucose, sodium chloride",Drug
IV  Flagyl,metronidazole,Drug
Paracatamol,acetaminophen,Drug
ARTEMETHER INJECTION 80MG (NAZAMETHER INJ.),artemether,Drug
ARTESNATE,artesunate,Drug
tab Avomine,promethazine,Drug
zincc,zinc,Drug
clopidrogrel,clopidogrel,Drug
Telsart-HCT,"hydrochlorothiazide, telmisartan",Drug
Brimonidine,brimonidine,Drug
Addyzoa,Withania somnifera root extract,Drug
Tab Lasix,furosemide,Drug
IVCEFTRIAXONE 1G 12HRLY,ceftriaxone,Drug
INJ IV VIT B-COMPLEX 3CC 8HOURLY,vitamin B complex,Drug
syr paraffin,paraffin,Drug
Insulin Novomix INJ022,"insulin aspart protamine, human, insulin aspart, human",Drug
Genticin (Gentamycin) Ear Drop,gentamicin,Drug
PCM Syrup,acetaminophen,Drug
BISOPROLOL 2.5MG,bisoprolol,Drug
Paracetamol...,acetaminophen,Drug
HYDROCORT,hydrocortisone,Drug
vitamin D3,cholecalciferol,Drug
Tabs Vitamin B12,vitamin B12,Drug
DEXTROSE WATER 5%,glucose,Drug
tab candesartan,candesartan cilexetil,Drug
tab amitriptyline 25mg,amitriptyline,Drug
IM Metoclopramide,metoclopramide,Drug
metronidazole 400,metronidazole,Drug
SERETIDE INHALER,"actuat fluticasone propionate, actuat / salmeterol, actuat metered dose inhaler",Drug
lynxyclav,"amoxicillin, clavulanate",Drug
10% Dextrose saline,"glucose, sodium chloride",Drug
5% dextrose saline alternating with 0.9%  N.Saline,"glucose, sodium chloride",Drug
tabs linizolid,linezolid,Drug
CAPS VITAMIN E,vitamin E,Drug
tabs Diamox,acetazolamide,Drug
Armytriptiline,amitriptyline,Drug
tab amatem soft gel 1tab bd for 3/7,"artemether, lumefantrine",Drug
Leuprolide 3.75mg/ml,leuprolide,Drug
Tab Natrilix,indapamide,Drug
Iv 5% D/W 250mls,"glucose, sodium chloride",Drug
Tab Natrilix SR,indapamide,Drug
tabs cefuroxime,cefuroxime axetil,Drug
IM Magnesium sulphate,magnesium sulfate,Drug
INJ QUINNE,quinine sulfate,Drug
pregabalin,pregabalin,Drug
iburofen,ibuprofen,Drug
tetanus toxoid booster,"diphtheria toxoid vaccine, tetanus toxoid vaccine",Drug
GUTT ATROPINE TDS LE,atropine,Drug
0.25 ML somatropin 0.8 MG/ML Prefilled Syringe,somatropin,Drug
loratadine 5 MG Chewable Tablet,loratadine,Drug
cyproheptadine,cyproheptadine,Drug
emvite syrup,"ascorbic acid, cholecalciferol, ferrous sulfate, niacin, riboflavin, thiamine, vitamin a, vitamin b6, vitamin e",Drug
Rocephine,ceftriaxone,Drug
Piriton Tab TAB235,chlorpheniramine maleate,Drug
GUTT MYDRACYL BD LE,tropicamide,Drug
multivite,"ascorbic acid, cholecalciferol, niacin, riboflavin, thiamine, vitamin a, vitamin b12, vitamin b6, vitamin e",Drug
Tabs remal,"Dihydroartemisinin, Piperaquine",Drug
tab miniplus,prazosin hydrochloride,Drug
Tabs Predisolone,prednisolone,Drug
tab vit c,ascorbic acid,Drug
IM/IV Promethazine,promethazine,Drug
IV AMOXICLAV,"amoxicillin, clavulanate",Drug
prednisolone 2 MG/ML Oral Solution,prednisolone,Drug
TABS NIFEDINE 20MG,nifedipine,Drug
IV omeprazole 40mg,omeprazole,Drug
tabs act 80/480,"artemether, lumefantrine",Drug
clexane 40mg Injection  INJ148,enoxaparin,Drug
Tabs Clavulin,"amoxicillin, clavulanate",Drug
Syrup multivitamins (padiatrics),"ascorbic acid, cholecalciferol, ferrous sulfate, niacin, riboflavin, thiamine, vitamin a, vitamin b6, vitamin e",Drug
